TOA5,CR1000,60955,CR1000.Std.26,CPU:NoNameSapFlux_SouthFace.CR1,1705,NN_SF1
TIMESTAMP,Stem_Temp,Dead_Sensor,Good_data1,Bad_Sections,Good_Incomplete,Erratic_Sensor
TS,Deg C,mV,mV,mV,mV,mV
,Avg,Avg,Avg,Avg,Avg,Avg
6/4/15 16:30,19.29,-0.01,0.71,0.53,1.064,0.42
6/4/15 17:00,16.87,-0.01,0.72,0.53,1.066,0.42
6/4/15 17:30,15.1,-0.01,0.72,0.53,1.066,0.41
6/4/15 18:00,14.09,-0.01,0.73,0.53,1.067,0.42
6/4/15 18:30,13.08,-0.01,0.74,0.54,1.071,0.43
6/4/15 19:00,12.28,-0.01,0.75,0.55,1.074,0.42
6/4/15 19:30,11.61,-0.01,0.76,0.55,1.073,0.42
6/4/15 20:00,11.18,-0.01,0.77,0.56,1.075,0.42
6/4/15 20:30,10.92,-0.01,0.77,0.56,1.075,0.43
6/4/15 21:00,10.44,-0.01,0.78,0.56,1.076,0.42
6/4/15 21:30,9.75,-0.01,0.79,0.57,1.083,0.42
6/4/15 22:00,8.82,-0.01,0.79,0.57,1.085,0.42
6/4/15 22:30,8.43,-0.01,0.79,0.57,1.084,0.42
6/4/15 23:00,8.03,-0.01,0.79,0.57,1.088,0.42
6/4/15 23:30,7.713,-0.01,0.8,0.57,1.09,0.42
6/5/15 0:00,7.649,0,0.8,0.57,1.09,0.42
6/5/15 0:30,7.506,0,0.8,0.57,1.091,0.42
6/5/15 1:00,7.471,0,0.8,0.57,1.093,0.42
6/5/15 1:30,7.339,0,0.8,0.57,1.098,0.43
6/5/15 2:00,6.686,0,0.8,0.57,1.1,0.43
6/5/15 2:30,6.169,0,0.8,0.57,1.101,0.43
6/5/15 3:00,5.491,0,0.79,0.57,1.105,0.43
6/5/15 3:30,5.025,0,0.79,0.57,1.107,0.43
6/5/15 4:00,4.726,0,0.79,0.57,1.106,0.43
6/5/15 4:30,4.478,0.01,0.79,0.57,1.106,0.44
6/5/15 5:00,4.386,0.01,0.79,0.57,1.104,0.44
6/5/15 5:30,4.554,0.01,0.79,0.57,1.103,0.44
6/5/15 6:00,4.693,0.01,0.8,0.57,1.105,0.44
6/5/15 6:30,4.718,0.01,0.8,0.57,1.101,0.45
6/5/15 7:00,5.413,0.01,0.78,0.57,1.088,0.45
6/5/15 7:30,7.356,0.01,0.74,0.57,1.073,0.45
6/5/15 8:00,10.09,0.01,0.71,0.56,1.06,0.44
6/5/15 8:30,12.54,0.01,0.69,0.56,1.05,0.44
6/5/15 9:00,13.46,0.01,0.69,0.55,1.048,0.44
6/5/15 9:30,13.45,0.01,0.7,0.54,1.048,0.43
6/5/15 10:00,13.45,0.01,0.69,0.54,1.04,0.45
6/5/15 10:30,15.67,0.01,0.68,0.52,1.037,0.43
6/5/15 11:00,16.95,0.01,0.68,0.52,1.038,0.41
6/5/15 11:30,16.12,0.01,0.69,0.52,1.039,0.41
6/5/15 12:00,14.33,0.01,0.7,0.52,1.041,0.41
6/5/15 12:30,15.06,0.01,0.69,0.51,1.039,0.41
6/5/15 13:00,17.42,0,0.69,0.51,1.041,0.41
6/5/15 13:30,16.96,0,0.69,0.52,1.035,0.41
6/5/15 14:00,14.22,0,0.71,0.52,1.044,0.41
6/5/15 14:30,12.58,0,0.73,0.53,1.05,0.42
6/5/15 15:00,12.77,0,0.73,0.53,1.05,0.43
6/5/15 15:30,15.76,0,0.71,0.53,1.048,0.41
6/5/15 16:00,16.41,0,0.7,0.52,1.048,0.41
6/5/15 16:30,15.38,0,0.69,0.52,1.046,0.41
6/5/15 17:00,14.24,-0.01,0.7,0.52,1.046,0.41
6/5/15 17:30,13.42,-0.01,0.71,0.52,1.046,0.42
6/5/15 18:00,12.82,0,0.72,0.53,1.046,0.42
6/5/15 18:30,11.98,0,0.73,0.53,1.052,0.42
6/5/15 19:00,11.01,0,0.74,0.54,1.056,0.42
6/5/15 19:30,9.88,0,0.75,0.54,1.061,0.42
6/5/15 20:00,8.97,0,0.75,0.54,1.068,0.43
6/5/15 20:30,7.984,0,0.76,0.55,1.074,0.43
6/5/15 21:00,6.842,0,0.76,0.55,1.078,0.43
6/5/15 21:30,5.637,0,0.77,0.55,1.078,0.44
6/5/15 22:00,5.182,0,0.77,0.56,1.084,0.44
6/5/15 22:30,5.071,0,0.78,0.56,1.087,0.44
6/5/15 23:00,5.084,0,0.78,0.56,1.09,0.44
6/5/15 23:30,4.543,0,0.79,0.56,1.087,0.43
6/6/15 0:00,4.349,0,0.78,0.56,1.085,0.44
6/6/15 0:30,4.25,0,0.79,0.56,1.087,0.43
6/6/15 1:00,3.933,0,0.79,0.56,1.085,0.43
6/6/15 1:30,3.883,0,0.79,0.56,1.085,0.43
6/6/15 2:00,3.771,0,0.79,0.56,1.085,0.43
6/6/15 2:30,3.548,0,0.79,0.56,1.084,0.42
6/6/15 3:00,3.653,0,0.79,0.56,1.079,0.43
6/6/15 3:30,3.911,0.01,0.78,0.56,1.078,0.43
6/6/15 4:00,4.015,0.01,0.78,0.56,1.081,0.43
6/6/15 4:30,4.033,0.01,0.78,0.56,1.079,0.42
6/6/15 5:00,4.084,0.01,0.78,0.56,1.078,0.42
6/6/15 5:30,4.365,0.01,0.77,0.56,1.077,0.43
6/6/15 6:00,5.026,0.01,0.77,0.56,1.071,0.43
6/6/15 6:30,5.766,0.01,0.76,0.56,1.064,0.42
6/6/15 7:00,6.703,0.01,0.74,0.56,1.056,0.43
6/6/15 7:30,7.212,0.01,0.73,0.55,1.053,0.43
6/6/15 8:00,7.489,0.01,0.72,0.55,1.049,0.43
6/6/15 8:30,8.18,0.01,0.72,0.55,1.046,0.43
6/6/15 9:00,8.55,0.01,0.71,0.54,1.043,0.42
6/6/15 9:30,9.67,0.01,0.7,0.53,1.035,0.41
6/6/15 10:00,10.77,0.01,0.68,0.53,1.031,0.42
6/6/15 10:30,11.36,0.01,0.68,0.52,1.031,0.41
6/6/15 11:00,10.65,0.01,0.69,0.53,1.031,0.41
6/6/15 11:30,9.99,0.01,0.7,0.52,1.03,0.4
6/6/15 12:00,10.58,0.01,0.69,0.51,1.026,0.39
6/6/15 12:30,13.01,0.01,0.67,0.51,1.024,0.38
6/6/15 13:00,17.35,0.01,0.66,0.5,1.019,0.4
6/6/15 13:30,19.77,0,0.67,0.5,1.017,0.4
6/6/15 14:00,20.76,0,0.67,0.5,1.023,0.4
6/6/15 14:30,19.96,0,0.68,0.51,1.024,0.41
6/6/15 15:00,18.92,-0.01,0.68,0.51,1.023,0.41
6/6/15 15:30,17.46,-0.01,0.68,0.51,1.025,0.41
6/6/15 16:00,17.76,-0.01,0.68,0.51,1.025,0.4
6/6/15 16:30,16.27,-0.01,0.69,0.51,1.027,0.41
6/6/15 17:00,14.35,-0.01,0.7,0.52,1.03,0.4
6/6/15 17:30,12.29,-0.01,0.71,0.52,1.031,0.39
6/6/15 18:00,9.72,-0.01,0.73,0.53,1.038,0.4
6/6/15 18:30,8.23,-0.01,0.74,0.54,1.046,0.4
6/6/15 19:00,7.472,-0.01,0.75,0.54,1.052,0.41
6/6/15 19:30,7.004,-0.01,0.76,0.54,1.056,0.42
6/6/15 20:00,6.586,-0.01,0.76,0.55,1.061,0.42
6/6/15 20:30,5.939,-0.01,0.76,0.55,1.062,0.42
6/6/15 21:00,5.486,-0.01,0.77,0.55,1.064,0.43
6/6/15 21:30,5.399,-0.01,0.77,0.55,1.064,0.42
6/6/15 22:00,5.387,-0.01,0.78,0.55,1.064,0.42
6/6/15 22:30,5.38,-0.01,0.78,0.55,1.065,0.42
6/6/15 23:00,5.032,-0.01,0.78,0.55,1.064,0.42
6/6/15 23:30,4.737,0,0.78,0.55,1.064,0.43
6/7/15 0:00,4.021,0,0.78,0.55,1.065,0.43
6/7/15 0:30,3.466,0,0.78,0.55,1.066,0.43
6/7/15 1:00,3.369,0,0.78,0.55,1.067,0.43
6/7/15 1:30,3.101,0,0.78,0.55,1.067,0.42
6/7/15 2:00,2.752,0,0.78,0.55,1.065,0.42
6/7/15 2:30,2.628,0,0.78,0.55,1.064,0.42
6/7/15 3:00,2.638,0,0.78,0.55,1.064,0.43
6/7/15 3:30,2.503,0,0.77,0.55,1.063,0.43
6/7/15 4:00,2.342,0,0.78,0.55,1.064,0.43
6/7/15 4:30,1.976,0,0.77,0.55,1.068,0.43
6/7/15 5:00,1.554,0.01,0.78,0.55,1.07,0.44
6/7/15 5:30,1.068,0.01,0.78,0.55,1.07,0.44
6/7/15 6:00,1.105,0.01,0.78,0.55,1.07,0.43
6/7/15 6:30,1.664,0.01,0.77,0.55,1.065,0.43
6/7/15 7:00,2.6,0.01,0.75,0.55,1.054,0.43
6/7/15 7:30,4.458,0.01,0.72,0.55,1.046,0.42
6/7/15 8:00,6.85,0.01,0.69,0.55,1.034,0.42
6/7/15 8:30,9.46,0.01,0.67,0.54,1.021,0.41
6/7/15 9:00,10.6,0.01,0.66,0.53,1.014,0.41
6/7/15 9:30,10.84,0.01,0.66,0.52,1.011,0.41
6/7/15 10:00,10.85,0.01,0.66,0.51,1.007,0.42
6/7/15 10:30,12.67,0.01,0.66,0.5,1,0.41
6/7/15 11:00,14.31,0.01,0.65,0.5,1,0.4
6/7/15 11:30,14.2,0.01,0.65,0.5,1.001,0.4
6/7/15 12:00,13.94,0.01,0.66,0.49,1.004,0.4
6/7/15 12:30,14.47,0,0.66,0.49,1.004,0.4
6/7/15 13:00,16.57,0,0.66,0.49,1,0.39
6/7/15 13:30,19.16,-0.01,0.66,0.5,1,0.39
6/7/15 14:00,21.27,-0.01,0.66,0.5,1.003,0.39
6/7/15 14:30,22.86,-0.01,0.67,0.5,1.004,0.4
6/7/15 15:00,20.04,-0.01,0.68,0.51,1.01,0.4
6/7/15 15:30,15.21,-0.01,0.69,0.51,1.014,0.4
6/7/15 16:00,13.5,-0.01,0.7,0.51,1.016,0.41
6/7/15 16:30,13.32,-0.01,0.69,0.51,1.019,0.41
6/7/15 17:00,12.47,-0.01,0.68,0.51,1.017,0.41
6/7/15 17:30,11.76,-0.01,0.69,0.51,1.017,0.41
6/7/15 18:00,11.2,-0.01,0.69,0.51,1.019,0.41
6/7/15 18:30,10.73,-0.01,0.7,0.51,1.02,0.41
6/7/15 19:00,9.91,-0.01,0.71,0.52,1.024,0.41
6/7/15 19:30,8.96,-0.01,0.72,0.52,1.028,0.41
6/7/15 20:00,8.04,-0.01,0.73,0.53,1.033,0.41
6/7/15 20:30,7.089,-0.01,0.74,0.53,1.038,0.41
6/7/15 21:00,6.29,-0.01,0.75,0.54,1.042,0.42
6/7/15 21:30,5.276,0,0.75,0.54,1.047,0.42
6/7/15 22:00,4.699,0,0.76,0.54,1.053,0.42
6/7/15 22:30,4.326,0,0.76,0.54,1.055,0.43
6/7/15 23:00,4.044,0,0.76,0.54,1.057,0.43
6/7/15 23:30,3.784,0,0.76,0.54,1.058,0.43
6/8/15 0:00,3.291,0,0.76,0.54,1.06,0.43
6/8/15 0:30,3.083,0,0.76,0.54,1.063,0.42
6/8/15 1:00,2.695,0,0.76,0.54,1.063,0.42
6/8/15 1:30,2.398,0.01,0.76,0.55,1.064,0.43
6/8/15 2:00,2.332,0.01,0.76,0.55,1.064,0.43
6/8/15 2:30,2.455,0.01,0.76,0.55,1.066,0.42
6/8/15 3:00,2.387,0.01,0.76,0.55,1.067,0.42
6/8/15 3:30,2.041,0.01,0.76,0.55,1.067,0.42
6/8/15 4:00,1.506,0.01,0.76,0.55,1.063,0.42
6/8/15 4:30,1.549,0.01,0.77,0.55,1.063,0.42
6/8/15 5:00,1.407,0.01,0.77,0.55,1.06,0.42
6/8/15 5:30,1.822,0.01,0.76,0.55,1.061,0.42
6/8/15 6:00,2.058,0.01,0.76,0.55,1.059,0.42
6/8/15 6:30,2.697,0.01,0.75,0.55,1.054,0.42
6/8/15 7:00,3.843,0.01,0.72,0.54,1.042,0.43
6/8/15 7:30,5.672,0.01,0.67,0.74,1.022,0.42
6/8/15 8:00,8.52,0.01,0.65,0.72,1.007,0.42
6/8/15 8:30,11.51,0.01,0.64,0.51,1,0.41
6/8/15 9:00,13.42,0.01,0.64,0.5,0.99,0.42
6/8/15 9:30,14.73,0.01,0.64,0.49,0.99,0.43
6/8/15 10:00,16.04,0.01,0.64,0.48,0.99,0.44
6/8/15 10:30,18.1,0,0.64,0.48,0.98,0.4
6/8/15 11:00,18.95,0,0.64,0.48,0.98,0.39
6/8/15 11:30,17.98,0,0.65,0.48,0.98,0.39
6/8/15 12:00,16.79,-0.01,0.65,0.48,0.98,0.39
6/8/15 12:30,18.35,-0.01,0.65,0.48,0.99,0.39
6/8/15 13:00,21.94,-0.01,0.65,0.49,0.99,0.39
6/8/15 13:30,24.38,-0.01,0.66,0.49,0.99,0.39
6/8/15 14:00,26.21,-0.01,0.66,0.49,0.99,0.39
6/8/15 14:30,27.8,-0.01,0.66,0.5,1,0.39
6/8/15 15:00,28.33,-0.02,0.66,0.5,1,0.39
6/8/15 15:30,28.58,-0.01,0.66,0.5,1,0.39
6/8/15 16:00,26.31,-0.01,0.66,0.5,1,0.4
6/8/15 16:30,21.4,-0.01,0.67,0.5,1.001,0.4
6/8/15 17:00,18.02,-0.01,0.67,0.49,1.002,0.39
6/8/15 17:30,16.14,-0.01,0.68,0.5,1.003,0.39
6/8/15 18:00,14.89,-0.01,0.68,0.5,1.005,0.39
6/8/15 18:30,13.9,-0.01,0.69,0.51,1.008,0.39
6/8/15 19:00,13.01,-0.01,0.7,0.51,1.013,0.39
6/8/15 19:30,12.05,-0.01,0.71,0.52,1.017,0.4
6/8/15 20:00,11.26,-0.01,0.72,0.52,1.021,0.4
6/8/15 20:30,10.26,-0.01,0.73,0.53,1.026,0.41
6/8/15 21:00,9.2,-0.01,0.74,0.53,1.032,0.41
6/8/15 21:30,8.4,-0.01,0.74,0.54,1.037,0.42
6/8/15 22:00,8.08,0,0.74,0.54,1.042,0.42
6/8/15 22:30,7.822,0,0.75,0.54,1.047,0.42
6/8/15 23:00,7.359,0,0.75,0.54,1.047,0.42
6/8/15 23:30,6.982,0,0.75,0.54,1.047,0.42
6/9/15 0:00,7.047,0,0.75,0.54,1.049,0.42
6/9/15 0:30,6.656,0,0.75,0.54,1.049,0.42
6/9/15 1:00,6.382,0.01,0.75,0.54,1.053,0.42
6/9/15 1:30,5.84,0.01,0.75,0.55,1.054,0.42
6/9/15 2:00,5.284,0.01,0.75,0.55,1.052,0.42
6/9/15 2:30,5.031,0.01,0.75,0.55,1.054,0.42
6/9/15 3:00,4.956,0.01,0.76,0.55,1.051,0.42
6/9/15 3:30,4.883,0.01,0.76,0.55,1.049,0.43
6/9/15 4:00,4.983,0.01,0.75,0.55,1.045,0.43
6/9/15 4:30,5.337,0.01,0.75,0.55,1.041,0.42
6/9/15 5:00,5.542,0.01,0.75,0.55,1.037,0.42
6/9/15 5:30,5.528,0.01,0.74,0.55,1.033,0.42
6/9/15 6:00,5.709,0.01,0.74,0.55,1.029,0.42
6/9/15 6:30,6.148,0.01,0.71,0.54,1.021,0.42
6/9/15 7:00,7.101,0.01,0.68,0.53,1.008,0.42
6/9/15 7:30,8.95,0.01,0.65,0.52,1,0.41
6/9/15 8:00,11.6,0.01,0.64,0.51,0.99,0.4
6/9/15 8:30,14.36,0.01,0.64,0.5,0.98,0.4
6/9/15 9:00,15.95,0.01,0.63,0.49,0.98,0.41
6/9/15 9:30,17.27,0.01,0.64,0.48,0.98,0.42
6/9/15 10:00,18.73,0,0.64,0.48,0.98,0.44
6/9/15 10:30,20.84,0,0.63,0.48,0.97,0.39
6/9/15 11:00,22.51,0,0.63,0.48,0.97,0.38
6/9/15 11:30,21.45,0,0.64,0.48,0.97,0.39
6/9/15 12:00,20.35,-0.01,0.64,0.48,0.97,0.38
6/9/15 12:30,20.41,-0.01,0.65,0.48,0.98,0.39
6/9/15 13:00,20.03,-0.01,0.65,0.48,0.98,0.39
6/9/15 13:30,20.37,-0.01,0.65,0.49,0.98,0.39
6/9/15 14:00,21.6,-0.01,0.66,0.49,0.99,0.39
6/9/15 14:30,22.07,-0.01,0.66,0.49,0.99,0.39
6/9/15 15:00,24.25,-0.01,0.66,0.49,0.99,0.39
6/9/15 15:30,23.97,-0.01,0.66,0.49,0.99,0.39
6/9/15 16:00,20.74,-0.01,0.67,0.5,1,0.4
6/9/15 16:30,18.68,-0.01,0.67,0.5,0.99,0.4
6/9/15 17:00,17.8,-0.01,0.68,0.5,1,0.38
6/9/15 17:30,14.86,-0.01,0.69,0.51,1.003,0.38
6/9/15 18:00,12.58,-0.01,0.71,0.52,1.012,0.38
6/9/15 18:30,11.3,-0.01,0.73,0.52,1.017,0.39
6/9/15 19:00,10.77,-0.01,0.73,0.52,1.021,0.39
6/9/15 19:30,10.73,-0.01,0.74,0.52,1.027,0.4
6/9/15 20:00,9.87,-0.01,0.74,0.53,1.026,0.41
6/9/15 20:30,9.49,-0.01,0.74,0.53,1.032,0.41
6/9/15 21:00,8.73,-0.01,0.75,0.53,1.036,0.41
6/9/15 21:30,8.19,0,0.75,0.53,1.04,0.41
6/9/15 22:00,7.226,0,0.75,0.53,1.04,0.42
6/9/15 22:30,6.867,0,0.75,0.53,1.045,0.42
6/9/15 23:00,6.474,0,0.75,0.53,1.044,0.42
6/9/15 23:30,6.213,0,0.75,0.53,1.045,0.42
6/10/15 0:00,6.101,0,0.74,0.53,1.045,0.42
6/10/15 0:30,6.049,0.01,0.74,0.53,1.045,0.41
6/10/15 1:00,6.032,0.01,0.74,0.54,1.045,0.41
6/10/15 1:30,6.041,0.01,0.74,0.54,1.047,0.41
6/10/15 2:00,5.954,0.01,0.74,0.54,1.046,0.41
6/10/15 2:30,6.094,0.01,0.74,0.54,1.048,0.41
6/10/15 3:00,5.981,0.01,0.74,0.54,1.043,0.41
6/10/15 3:30,6.152,0.01,0.74,0.54,1.04,0.41
6/10/15 4:00,6.338,0.01,0.74,0.34,1.04,0.41
6/10/15 4:30,6.194,0.01,0.73,0.34,1.035,0.41
6/10/15 5:00,6.174,0.01,0.73,0.34,1.031,0.41
6/10/15 5:30,6.153,0.01,0.73,0.34,1.027,0.41
6/10/15 6:00,6.222,0.01,0.73,0.34,1.027,0.41
6/10/15 6:30,6.332,0.01,0.72,0.34,1.022,0.41
6/10/15 7:00,7.035,0.01,0.7,0,1.01,0.42
6/10/15 7:30,8.33,0.01,0.68,0,1.002,0.41
6/10/15 8:00,9.62,0.01,0.66,0,0.99,0.4
6/10/15 8:30,10.74,0.01,0.65,0,0.98,0.39
6/10/15 9:00,11.47,0.01,0.65,0,0.98,0.39
6/10/15 9:30,11.31,0.01,0.65,0,0.98,0.38
6/10/15 10:00,10.94,0.01,0.66,0,0.98,0.39
6/10/15 10:30,11.57,0.01,0.65,0,0.98,0.39
6/10/15 11:00,12.65,0.01,0.65,0,0.98,0.39
6/10/15 11:30,13.82,0.01,0.64,0,0.97,0.4
6/10/15 12:00,14.68,0.01,0.64,0,0.97,0.39
6/10/15 12:30,14.07,0,0.64,0,0.97,0.37
6/10/15 13:00,13.49,0,0.65,0,0.97,0.38
6/10/15 13:30,12.39,0,0.66,0,0.98,0.38
6/10/15 14:00,11.22,0,0.67,0,0.98,0.39
6/10/15 14:30,11.26,0,0.68,0,0.99,0.39
6/10/15 15:00,11.04,0,0.68,0,0.99,0.39
6/10/15 15:30,11.18,0,0.67,0,0.99,0.4
6/10/15 16:00,12.02,0,0.66,0,0.98,0.4
6/10/15 16:30,12.48,0,0.65,0,0.98,0.4
6/10/15 17:00,13.05,0,0.65,0,0.97,0.4
6/10/15 17:30,13.12,0,0.65,0,0.97,0.39
6/10/15 18:00,12.75,0,0.65,0,0.97,0.38
6/10/15 18:30,12.18,0,0.66,0,0.98,0.39
6/10/15 19:00,11.59,0,0.67,0,0.98,0.38
6/10/15 19:30,10.77,0,0.68,0,0.99,0.38
6/10/15 20:00,9.79,0,0.69,0,0.99,0.38
6/10/15 20:30,8.86,0,0.7,0,0.99,0.38
6/10/15 21:00,8.13,0,0.71,0,1,0.38
6/10/15 21:30,7.692,0,0.71,0,1,0.38
6/10/15 22:00,7.474,0,0.72,0,1,0.37
6/10/15 22:30,7.239,0,0.72,0,1,0.38
6/10/15 23:00,6.777,0,0.72,0,1,0.38
6/10/15 23:30,6.676,0,0.72,0,1,0.38
6/11/15 0:00,6.603,0,0.72,0,1,0.38
6/11/15 0:30,6.605,0,0.72,0,1,0.38
6/11/15 1:00,6.454,0,0.72,0,1,0.38
6/11/15 1:30,6.208,0,0.72,0,1,0.38
6/11/15 2:00,5.932,0,0.72,0,1,0.38
6/11/15 2:30,5.747,0,0.72,0,1,0.38
6/11/15 3:00,5.741,0,0.72,0,1,0.38
6/11/15 3:30,5.819,0,0.72,0,1,0.38
6/11/15 4:00,5.814,0,0.72,0,1,0.38
6/11/15 4:30,5.859,0,0.72,0,1,0.38
6/11/15 5:00,5.849,0,0.72,0,1,0.38
6/11/15 5:30,5.864,0,0.72,0,1,0.38
6/11/15 6:00,5.916,0,0.72,0,1,0.38
6/11/15 6:30,6.33,0,0.72,0,0.99,0.38
6/11/15 7:00,6.842,0,0.71,0,0.99,0.38
6/11/15 7:30,7.103,0,0.72,0,0.99,0.38
6/11/15 8:00,7.201,0,0.72,0,0.99,0.38
6/11/15 8:30,7.6,0,0.72,0,0.99,0.38
6/11/15 9:00,7.798,0,0.71,0,0.99,0.39
6/11/15 9:30,8.22,0,0.71,0,0.99,0.39
6/11/15 10:00,8.81,0,0.71,0,0.99,0.39
6/11/15 10:30,9.38,0,0.71,0,0.99,0.39
6/11/15 11:00,9.74,0,0.71,0,0.99,0.4
6/11/15 11:30,10.8,0,0.71,0,0.99,0.4
6/11/15 12:00,12.4,0,0.7,0,0.99,0.4
6/11/15 12:30,12.7,0,0.68,0,0.98,0.4
6/11/15 13:00,12.21,0,0.67,0,0.98,0.39
6/11/15 13:30,12.24,0,0.67,0,0.97,0.39
6/11/15 14:00,12.15,0,0.67,0,0.97,0.38
6/11/15 14:30,10.78,0,0.67,0,0.97,0.38
6/11/15 15:00,9.78,0,0.68,0,0.98,0.38
6/11/15 15:30,9.06,0,0.69,0,0.98,0.38
6/11/15 16:00,8.69,0,0.69,0,0.98,0.38
6/11/15 16:30,8.54,0,0.7,0,0.98,0.38
6/11/15 17:00,8.05,0,0.7,0,0.99,0.38
6/11/15 17:30,7.645,0,0.7,0,0.99,0.38
6/11/15 18:00,7.367,0,0.7,0,0.99,0.38
6/11/15 18:30,7.202,0,0.7,0,0.99,0.38
6/11/15 19:00,7.083,0,0.7,0,0.99,0.38
6/11/15 19:30,7.042,0,0.7,0,0.98,0.37
6/11/15 20:00,6.871,0,0.7,0,0.98,0.37
6/11/15 20:30,6.71,0,0.7,0,0.98,0.37
6/11/15 21:00,6.577,0,0.7,0,0.98,0.37
6/11/15 21:30,6.533,0,0.7,0,0.98,0.37
6/11/15 22:00,6.452,0,0.7,0,0.98,0.37
6/11/15 22:30,6.367,0,0.7,0,0.98,0.37
6/11/15 23:00,6.27,0,0.7,0,0.98,0.37
6/11/15 23:30,6.165,0,0.7,0,0.98,0.37
6/12/15 0:00,5.756,0,0.7,0,0.98,0.37
6/12/15 0:30,4.997,0,0.71,0,0.98,0.36
6/12/15 1:00,4.439,0,0.71,0,0.98,0.36
6/12/15 1:30,3.666,0,0.71,0,0.98,0.36
6/12/15 2:00,2.708,0,0.7,0,0.98,0.36
6/12/15 2:30,1.979,0,0.7,0,0.98,0.36
6/12/15 3:00,1.685,0,0.71,0,0.98,0.37
6/12/15 3:30,1.439,0,0.71,0,0.98,0.37
6/12/15 4:00,1.24,0,0.71,0,0.97,0.36
6/12/15 4:30,1.183,0,0.71,0,0.97,0.36
6/12/15 5:00,1.166,0,0.71,0.5,0.97,0.36
6/12/15 5:30,1.067,0,0.71,0.5,0.97,0.37
6/12/15 6:00,1.045,0,0.71,0.49,0.97,0.38
6/12/15 6:30,1.591,0,0.71,0.49,0.97,0.38
6/12/15 7:00,2.652,0,0.71,0.49,0.97,0.38
6/12/15 7:30,4.613,0,0.71,0.49,0.97,0.38
6/12/15 8:00,6.875,0,0.7,0.49,0.98,0.38
6/12/15 8:30,9.04,0,0.69,0.5,0.98,0.39
6/12/15 9:00,10.85,0,0.66,0.5,0.97,0.41
6/12/15 9:30,12.6,0,0.62,0.5,0.96,0.42
6/12/15 10:00,14.46,0,0.61,0.5,0.94,0.43
6/12/15 10:30,17.4,0,0.6,0.48,0.93,0.39
6/12/15 11:00,18.14,0.01,0.6,0.46,0.93,0.37
6/12/15 11:30,16.22,0.01,0.6,0.46,0.93,0.37
6/12/15 12:00,15.51,0,0.61,0.46,0.93,0.37
6/12/15 12:30,16.11,0,0.61,0.46,0.93,0.37
6/12/15 13:00,17.83,0,0.61,0.46,0.93,0.37
6/12/15 13:30,19.02,-0.01,0.62,0.46,0.93,0.37
6/12/15 14:00,19.02,-0.01,0.62,0.46,0.94,0.37
6/12/15 14:30,19.01,-0.01,0.63,0.46,0.94,0.37
6/12/15 15:00,18.57,-0.01,0.63,0.46,0.94,0.37
6/12/15 15:30,21.8,-0.01,0.62,0.46,0.94,0.37
6/12/15 16:00,23.27,-0.01,0.62,0.46,0.94,0.36
6/12/15 16:30,19.91,-0.01,0.62,0.46,0.94,0.37
6/12/15 17:00,16.64,-0.01,0.63,0.46,0.94,0.36
6/12/15 17:30,14.89,-0.01,0.63,0.46,0.95,0.36
6/12/15 18:00,13.64,-0.01,0.64,0.47,0.95,0.37
6/12/15 18:30,12.53,-0.01,0.65,0.47,0.95,0.37
6/12/15 19:00,11.69,-0.01,0.65,0.48,0.96,0.37
6/12/15 19:30,10.95,-0.01,0.66,0.48,0.96,0.37
6/12/15 20:00,10.3,-0.01,0.67,0.49,0.96,0.38
6/12/15 20:30,9.39,-0.01,0.68,0.49,0.97,0.39
6/12/15 21:00,8.39,-0.01,0.68,0.5,0.98,0.39
6/12/15 21:30,7.576,0,0.69,0.5,0.98,0.39
6/12/15 22:00,6.995,0,0.7,0.5,0.99,0.39
6/12/15 22:30,6.47,0,0.7,0.5,0.99,0.39
6/12/15 23:00,6.22,0,0.7,0.5,0.99,0.39
6/12/15 23:30,6.353,0,0.7,0.5,0.99,0.39
6/13/15 0:00,6.64,0,0.7,0.5,0.98,0.38
6/13/15 0:30,6.896,0,0.71,0.51,0.98,0.39
6/13/15 1:00,6.705,0,0.71,0.51,0.98,0.38
6/13/15 1:30,6.398,0,0.7,0.51,0.98,0.39
6/13/15 2:00,6.39,0,0.7,0.51,0.98,0.38
6/13/15 2:30,6.364,0,0.7,0.51,0.98,0.38
6/13/15 3:00,6.277,0,0.7,0.51,0.97,0.39
6/13/15 3:30,6.441,0,0.7,0.51,0.98,0.39
6/13/15 4:00,6.737,0,0.69,0.51,0.97,0.39
6/13/15 4:30,7.012,0,0.69,0.5,0.97,0.38
6/13/15 5:00,6.929,0,0.69,0.5,0.97,0.38
6/13/15 5:30,6.783,0,0.69,0.5,0.97,0.38
6/13/15 6:00,6.656,0,0.68,,0.96,0.38
6/13/15 6:30,6.865,0,0.67,,0.95,0.38
6/13/15 7:00,7.518,0,0.64,,0.95,0.38
6/13/15 7:30,9.2,0,0.61,,0.94,0.38
6/13/15 8:00,11.92,0.01,0.61,,0.93,0.37
6/13/15 8:30,14.4,0.01,0.6,,0.93,0.37
6/13/15 9:00,15.77,0.01,0.6,,0.92,0.38
6/13/15 9:30,16.92,0,0.6,,0.92,0.39
6/13/15 10:00,18.14,0,0.59,,0.92,0.4
6/13/15 10:30,20.59,0,0.59,,0.91,0.37
6/13/15 11:00,21,0,0.6,,0.91,0.35
6/13/15 11:30,19.1,-0.01,0.6,,0.91,0.35
6/13/15 12:00,18.25,-0.01,0.6,,0.91,0.35
